"Woonplaats";"WoonplaatsCode";"Gemeente";"GemeenteCode";"Provincie";"ProvincieCode";"Landsdeel";"LandsdeelCode"
"Wagenborgen";"WP3244";"Delfzijl";"GM0010";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wageningen";"WP2006";"Wageningen";"GM0289";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Walem";"WP1719";"ValkenburgaandeGeul";"GM0994";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Walsoorden";"WP3101";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Wâlterswâld";"WP3269";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wamel";"WP1773";"WestMaasenWaal";"GM0668";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wanneperveen";"WP2717";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Wanroij";"WP2085";"SintAnthonis";"GM1702";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wanssum";"WP1861";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Wânswert";"WP3210";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wapenveld";"WP2868";"Heerde";"GM0246";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wapse";"WP3124";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wapserveen";"WP3125";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Warder";"WP1843";"Edam-Volendam";"GM0385";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Warffum";"WP3486";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Warfhuizen";"WP3427";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Warfstermolen";"WP3316";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Warmenhuizen";"WP3294";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Warmond";"WP3542";"Teylingen";"GM1525";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Warns";"WP1971";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Warnsveld";"WP1396";"Zutphen";"GM0301";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Warstiens";"WP2540";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Warten";"WP2541";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Waskemeer";"WP1765";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Waspik";"WP2598";"Waalwijk";"GM0867";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wassenaar";"WP1821";"Wassenaar";"GM0629";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Wateren";"WP3126";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Watergang";"WP1945";"Waterland";"GM0852";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Waterhuizen";"WP1022";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wateringen";"WP2664";"Westland";"GM1783";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Waterlandkerkje";"WP2963";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Waverveen";"WP3551";"DeRondeVenen";"GM0736";"Utrecht";"PV26";"West-Nederland";"LD03"
"Wedde";"WP2236";"Westerwolde";"GM1950";"Groningen";"PV20";"Noord-Nederland";"LD01"
"De Weere";"WP2789";"Opmeer";"GM0432";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Weerselo";"WP1417";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Weert";"WP1974";"Weert";"GM0988";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Weesp";"WP3631";"Weesp";"GM0457";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wehe-den Hoorn";"WP3428";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wehl";"WP3248";"Doetinchem";"GM0222";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Weidum";"WP2032";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Weiteveen";"WP2000";"Emmen";"GM0114";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wekerom";"WP2771";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Well";"WP1632";"Maasdriel";"GM0263";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Well L";"WP1124";"Bergen(L.)";"GM0893";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Wellerlooi";"WP1125";"Bergen(L.)";"GM0893";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Welsum";"WP1382";"Olst-Wijhe";"GM1773";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Wemeldinge";"WP1470";"Kapelle";"GM0678";"Zeeland";"PV29";"West-Nederland";"LD03"
"Wenum Wiesel";"WP3561";"Apeldoorn";"GM0200";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wergea";"WP2539";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Werkendam";"WP2218";"Altena";"GM1959";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Werkhoven";"WP2605";"Bunnik";"GM0312";"Utrecht";"PV26";"West-Nederland";"LD03"
"Wernhout";"WP3491";"Zundert";"GM0879";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wervershoof";"WP3565";"Medemblik";"GM0420";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wesepe";"WP1381";"Olst-Wijhe";"GM1773";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Wessem";"WP1919";"Maasgouw";"GM1641";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Westbeemster";"WP2172";"Beemster";"GM0370";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Westbroek";"WP2939";"DeBilt";"GM0310";"Utrecht";"PV26";"West-Nederland";"LD03"
"Westdorp";"WP1802";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Westdorpe";"WP1138";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Westendorp";"WP1575";"OudeIJsselstreek";"GM1509";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Westerbeek";"WP2086";"SintAnthonis";"GM1702";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Westerbork";"WP3025";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Westerbroek";"WP1023";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"De Westereen";"WP3273";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Westeremden";"WP3455";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Westergeest";"WP3317";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Westerhaar-Vriezenveensewijk";"WP3327";"Twenterand";"GM1700";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Westerhoven";"WP1460";"Bergeijk";"GM1724";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Westerland";"WP1490";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Westerlee";"WP1900";"Oldambt";"GM1895";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Westernieland";"WP3429";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Westervelde";"WP1652";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Westervoort";"WP1936";"Westervoort";"GM0293";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Westerwijtwerd";"WP3456";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"West-Graftdijk";"WP1908";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Westhem";"WP2424";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Westhoek";"WP3329";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Westkapelle";"WP2785";"Veere";"GM0717";"Zeeland";"PV29";"West-Nederland";"LD03"
"Westknollendam";"WP1881";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Westmaas";"WP2385";"HoekscheWaard";"GM1963";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"West-Terschelling";"WP2625";"Terschelling";"GM0093";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Westwoud";"WP1513";"Drechterland";"GM0498";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Westzaan";"WP1882";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wetering";"WP2718";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Weteringbrug";"WP1606";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wetsens";"WP3413";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wetsinge";"WP2474";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Weurt";"WP2750";"Beuningen";"GM0209";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wezep";"WP3073";"Oldebroek";"GM0269";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wezup";"WP2166";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wezuperbrug";"WP2167";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wichmond";"WP3572";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wier";"WP2734";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wierden";"WP1087";"Wierden";"GM0189";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Wieringerwaard";"WP3187";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wieringerwerf";"WP2436";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wierum";"WP3414";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wijchen";"WP2564";"Wijchen";"GM0296";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wijckel";"WP1686";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wijdenes";"WP1514";"Drechterland";"GM0498";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wijdewormer";"WP2288";"Wormerland";"GM0880";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wijhe";"WP1380";"Olst-Wijhe";"GM1773";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"de Wijk";"WP3162";"DeWolden";"GM1690";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wijk aan Zee";"WP3552";"Beverwijk";"GM0375";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wijk bij Duurstede";"WP1302";"WijkbijDuurstede";"GM0352";"Utrecht";"PV26";"West-Nederland";"LD03"
"Wijk en Aalburg";"WP1957";"Altena";"GM1959";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wijlre";"WP1236";"Gulpen-Wittem";"GM1729";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Wijnaldum";"WP2893";"Harlingen";"GM0072";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wijnandsrade";"WP2361";"Beekdaelen";"GM1954";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Wijnbergen";"WP2212";"Montferland";"GM1955";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wijngaarden";"WP1986";"Molenlanden";"GM1978";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Wijnjewoude";"WP3358";"Opsterland";"GM0086";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wijster";"WP3026";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wilbertoord";"WP1979";"MillenSintHubert";"GM0815";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wildervank";"WP1241";"Veendam";"GM0047";"Groningen";"PV20";"Noord-Nederland";"LD01"
"De Wilgen";"WP3278";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wilhelminadorp";"WP1827";"Goes";"GM0664";"Zeeland";"PV29";"West-Nederland";"LD03"
"Wilhelminaoord";"WP3127";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Willemsoord";"WP2719";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Willemstad";"WP1317";"Moerdijk";"GM1709";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wilnis";"WP1931";"DeRondeVenen";"GM0736";"Utrecht";"PV26";"West-Nederland";"LD03"
"Wilp";"WP2613";"Voorst";"GM0285";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"De Wilp";"WP2260";"Westerkwartier";"GM1969";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wilsum";"WP2898";"Kampen";"GM0166";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Winde";"WP2920";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Windraak";"WP2820";"Sittard-Geleen";"GM1883";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Winkel";"WP2521";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Winneweer";"WP1836";"Groningen";"GM0014";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Winschoten";"WP1471";"Oldambt";"GM1895";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Winssen";"WP2753";"Beuningen";"GM0209";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winsum";"WP2033";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Winsum";"WP2475";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wintelre";"WP2997";"Eersel";"GM0770";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Winterswijk";"WP1478";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Brinkheurne";"WP1486";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Corle";"WP1487";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Henxel";"WP1485";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Huppel";"WP1480";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Kotten";"WP1482";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Meddo";"WP1479";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Miste";"WP1484";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Ratum";"WP1481";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Woold";"WP1483";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wirdum";"WP3457";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wirdum";"WP3545";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wissenkerke";"WP3191";"Noord-Beveland";"GM1695";"Zeeland";"PV29";"West-Nederland";"LD03"
"Witharen";"WP2556";"Ommen";"GM0175";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Witmarsum";"WP2325";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Witte Paarden";"WP2720";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Wittelte";"WP3128";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wittem";"WP1233";"Gulpen-Wittem";"GM1729";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Witteveen";"WP3027";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wiuwert";"WP2034";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wjelsryp";"WP2035";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Woensdrecht";"WP1004";"Woensdrecht";"GM0873";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Woerden";"WP1071";"Woerden";"GM0632";"Utrecht";"PV26";"West-Nederland";"LD03"
"Woerdense Verlaat";"WP2669";"Nieuwkoop";"GM0569";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Wognum";"WP3158";"Medemblik";"GM0420";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Woldendorp";"WP3245";"Delfzijl";"GM0010";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wolfheze";"WP2989";"Renkum";"GM0274";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wolphaartsdijk";"WP1828";"Goes";"GM0664";"Zeeland";"PV29";"West-Nederland";"LD03"
"Wolsum";"WP2425";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Woltersum";"WP1833";"Groningen";"GM0014";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wolvega";"WP1744";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wommels";"WP2036";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wons";"WP2326";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Workum";"WP1965";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wormer";"WP2287";"Wormerland";"GM0880";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wormerveer";"WP1883";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Woubrugge";"WP3043";"KaagenBraassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Woudbloem";"WP1361";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"de Woude";"WP2269";"Castricum";"GM0383";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Woudenberg";"WP2523";"Woudenberg";"GM0351";"Utrecht";"PV26";"West-Nederland";"LD03"
"Woudrichem";"WP3306";"Altena";"GM1959";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Woudsend";"WP2426";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wouw";"WP1589";"Roosendaal";"GM1674";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wouwse Plantage";"WP1592";"Roosendaal";"GM1674";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wyns";"WP2442";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wytgaard";"WP1206";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Yde";"WP2921";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Yerseke";"WP3467";"Reimerswaal";"GM0703";"Zeeland";"PV29";"West-Nederland";"LD03"
"Ypecolsga";"WP2427";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ysbrechtum";"WP3592";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ysselsteyn";"WP2338";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Zaamslag";"WP1139";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Zaandam";"WP1884";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zaandijk";"WP1885";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zalk";"WP2897";"Kampen";"GM0166";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Zaltbommel";"WP2636";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"'t Zand";"WP2758";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zandberg";"WP1803";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zandeweer";"WP3487";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zandhuizen";"WP1745";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Zandpol";"WP2001";"Emmen";"GM0114";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"'t Zandt";"WP3458";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zandvoort";"WP1305";"Zandvoort";"GM0473";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zeddam";"WP2213";"Montferland";"GM1955";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zeegse";"WP2922";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zeeland";"WP1850";"Landerd";"GM1685";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Zeerijp";"WP3459";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zeewolde";"WP1075";"Zeewolde";"GM0050";"Flevoland";"PV24";"Oost-Nederland";"LD02"
"Zegge";"WP2585";"Rucphen";"GM0840";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Zegveld";"WP1074";"Woerden";"GM0632";"Utrecht";"PV26";"West-Nederland";"LD03"
"Zeijen";"WP2923";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zeijerveen";"WP2396";"Assen";"GM0106";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zeijerveld";"WP2397";"Assen";"GM0106";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zeist";"WP2821";"Zeist";"GM0355";"Utrecht";"PV26";"West-Nederland";"LD03"
"Zelhem";"WP3574";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zenderen";"WP3571";"Borne";"GM0147";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Zennewijnen";"WP2558";"Tiel";"GM0281";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zennewijnen";"WP3369";"WestBetuwe";"GM1960";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zetten";"WP1873";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zevenaar";"WP1297";"Zevenaar";"GM0299";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zevenbergen";"WP1323";"Moerdijk";"GM1709";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Zevenbergschen Hoek";"WP1327";"Moerdijk";"GM1709";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Zevenbergschen Hoek";"WP2580";"Drimmelen";"GM1719";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Zevenhoven";"WP2671";"Nieuwkoop";"GM0569";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zevenhuizen";"WP1213";"Zuidplas";"GM1892";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zevenhuizen";"WP2346";"Westerkwartier";"GM1969";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zierikzee";"WP2689";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Zieuwent";"WP2229";"OostGelre";"GM1586";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zijderveld";"WP2844";"Vijfheerenlanden";"GM1961";"Utrecht";"PV26";"West-Nederland";"LD03"
"Zijdewind";"WP2522";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zijldijk";"WP3460";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"De Zilk";"WP1928";"Noordwijk";"GM0575";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zoelen";"WP3384";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zoelmond";"WP3385";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zoetermeer";"WP2293";"Zoetermeer";"GM0637";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zoeterwoude";"WP2644";"Zoeterwoude";"GM0638";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zonnemaire";"WP2690";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Zorgvlied";"WP3129";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zoutelande";"WP2786";"Veere";"GM0717";"Zeeland";"PV29";"West-Nederland";"LD03"
"Zoutkamp";"WP3430";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zuid-Beijerland";"WP2889";"HoekscheWaard";"GM1963";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zuidbroek";"WP2280";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zuiddorpe";"WP1140";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Zuidermeer";"WP1192";"Koggenland";"GM1598";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zuiderwoude";"WP1948";"Waterland";"GM0852";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zuidhorn";"WP2128";"Westerkwartier";"GM1969";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zuidlaarderveen";"WP2925";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zuidland";"WP1390";"Nissewaard";"GM1930";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zuidlaren";"WP2913";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zuidoostbeemster";"WP2173";"Beemster";"GM0370";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zuid-Scharwoude";"WP1117";"Langedijk";"GM0416";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zuidschermer";"WP1892";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zuidveen";"WP2721";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Zuidveld";"WP3028";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
